position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
811,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",6MbGz1F3EQk,2020-04-16T18:00:02Z,"2020-04-16 18:00:02","How to safely wear and handle a mask under universal masking | UCLA Health","How to safely wear and handle a mask under universal masking. Learn more at www.uclahealth.org",,28,"Science & Technology",Health,PT2M57S,177,2d,hd,false,,en-US,,,,,,34646,240,,0,24
812,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",ntqn69LyFU4,2020-04-16T17:55:51Z,"2020-04-16 17:55:51","The Enlarged Prostate: What every man needs to know | Nicholas Donin, MD | UCLA Health","Dr. Nicholas Donin talks about prostate gland enlargement and what it means for men's health. Dr. Donin practices surgery, and complex general surgical oncology at UCLA Burbank and UCLA Valencia clinics.","UCLA Health and Prostate Surgery,Mens Health and UCLA,Enlarged Prostate,Benign prostatic hyperplasia,BPH,BPH and UCLA Health,BPH and men's health,Men's health and UCLA,men's health and urinary tract,prostate gland enlargement and UCLA Health,prostate gland enlargement",28,"Science & Technology","Health,Knowledge",PT1H21M37S,1297,2d,hd,false,,en-US,https://i.ytimg.com/vi/ntqn69LyFU4/maxresdefault.jpg,,,,,2974993,22933,,0,1315
813,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",LZGBdoyCas8,2020-04-14T06:41:06Z,"2020-04-14 06:41:06","Quinn Cook | #TeamLA - UCLA Health","Learn more about #TeamLA at https://www.uclahealth.org/TeamLA",,28,"Science & Technology","Health,Lifestyle_(sociology)",PT50S,50,2d,hd,false,,en-US,,,,,,1383,35,,0,0
814,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",EQs_drJRZXk,2020-04-14T06:35:53Z,"2020-04-14 06:35:53","Kyle Kuzma | #TeamLA - UCLA Health","Learn more about #TeamLA at https://www.uclahealth.org/TeamLA",,29,"Nonprofits & Activism","Health,Sport",PT17S,17,2d,sd,false,,en-US,,,,,,2099,14,,0,0
815,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",nWk5ni0_hNg,2020-04-14T06:35:28Z,"2020-04-14 06:35:28","Jared Dudley | #TeamLA - UCLA Health","Learn more about #TeamLA at https://www.uclahealth.org/TeamLA",,28,"Science & Technology","Health,Lifestyle_(sociology)",PT31S,31,2d,hd,false,,en-US,https://i.ytimg.com/vi/nWk5ni0_hNg/maxresdefault.jpg,,,,,2040,61,,0,2
816,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",DYPGfDTAQ38,2020-04-14T06:35:04Z,"2020-04-14 06:35:04","LeBron | #TeamLA - UCLA Health","Learn more about #TeamLA at https://www.uclahealth.org/TeamLA",,28,"Science & Technology",Basketball,PT1M45S,105,2d,hd,false,,en-US,https://i.ytimg.com/vi/DYPGfDTAQ38/maxresdefault.jpg,,,,,766,14,,0,3
817,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",yQPVl7G7bMY,2020-04-11T09:36:01Z,"2020-04-11 09:36:01","COVID-19 and Postpartum Care | UCLA Obstetrics and Gynecology","UCLA Health experts speak on COVID-19 and implications after delivery, for breastfeeding, and on mental health. Speakers: Yalda Afshar, MD, PhD, UCLA Obstetrics and Gynecology, Maternal and Fetal Medicine, Westwood Rashmi R. Rao, MD, UCLA Obstetrics and Gynecology, Santa Monica and Westwood Jessica Sacher, RN MN IBCLC, UCLA Obstetrics and Gynecology, Santa Monica For more information, visit: https://www.uclahealth.org/obgyn/ https://www.priority.ucsf.edu","COVID-19 and pregnancy,Postpartum and COVID-19,Mental health and COVID-19,UCLA and pregnancy,UCLA and postpartum,UCLA and COVID-19,UCSF and COVID-19,UCSF and postpartum,Coronavirus and pregnancy,Coronavirus and postpartum,Coronavirus,Coronavirus and UCLA,COVID19 and UCLA,COVID 19 and UCLA",28,"Science & Technology","Health,Knowledge",PT18M36S,1116,2d,hd,false,,en-US,,,,,,2492,30,,0,1
818,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",wuhFGPKJ7no,2020-03-27T20:52:16Z,"2020-03-27 20:52:16","Colon Cancer Update | Rimma Shaposhnikov, MD, Natalie Manitius, MPH, RDN, UCLA Gastroenterology","Rimma Shaposhnikov, MD UCLA gastroenterologist and Natalie Manitius, MPH, RDN, UCLA GI Dietitian, discuss which screening modalities work for colon cancer, how often one needs to get screened, when a person can stop colonoscopies and dietary tips to prevent colon cancer. For more information visit: https://www.uclahealth.org/gastro https://www.uclahealth.org/westlake-village Cancer Support Community Valley/Ventura/Santa Barbara, 530 Hampshire Rd, Westlake Village https://www.cancersupportvvsb.org/","colon cancer,preventing colon cancer,UCLA Health and Colon Cancer,diet and colon cancer,UCLA gastroenterology,colon cancer screening,UCLA and colon cancer,nutrition and colon cancer",28,"Science & Technology","Health,Knowledge",PT1H3M52S,232,2d,hd,false,,en-US,https://i.ytimg.com/vi/wuhFGPKJ7no/maxresdefault.jpg,,,,,2101,26,,0,3
819,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",xojFXbAwswQ,2020-03-25T16:30:31Z,"2020-03-25 16:30:31","COVID19 in Pregnancy | Yalda Afshar, MD, PhD & Rashmi R. Rao, MD | UCLAMDChat","Yalda Afshar, MD, PhD UCLA Obstetrics and Gynecology, Maternal and Fetal Medicine, Westwood Rashmi R. Rao, MD UCLA Obstetrics and Gynecology, Westwood and Santa Monica","covid19,covid-19,pregnant during covid19,pregnancy risks during covid 19,pregnancy risks during coronavirus,coronavirus,pregnant during coronavirus,ucla health",28,"Science & Technology","Health,Society",PT21M8S,1268,2d,hd,false,,en-US,https://i.ytimg.com/vi/xojFXbAwswQ/maxresdefault.jpg,,,,,23117,227,,0,31
820,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",g2wo2Impnfg,2020-03-24T01:55:09Z,"2020-03-24 01:55:09","Diaphragmatic Breathing | UCLA Integrative Digestive Health and Wellness Program","Suzanne Smith, MSN, NP, CMT-P, nurse practitioner in the Integrative Digestive Health and Wellness Program in the UCLA Melvin and Bren Simon Digestive Diseases Center, discusses the benefits of diaphragmatic breathing and demonstrates the technique that can easily be incorporated into your daily life. Visit https://www.uclahealth.org/medical-services/gastro/wellness for more information.","Diaphragmatic Breathing,ucla diaphragmatic breathing,diaphragmatic breathing for digestive issues,suzanne smith ucla,how to breathe with your diaphragm ucla,stress diaphramgmatic breathing",28,"Science & Technology","Health,Knowledge",PT7M31S,451,2d,hd,false,,en-US,https://i.ytimg.com/vi/g2wo2Impnfg/maxresdefault.jpg,,,,,369675,5146,,0,153
821,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",YcL-DmwK9S4,2020-03-19T21:41:57Z,"2020-03-19 21:41:57","Women's Heart Health: Megan Kamath, MD","Megan Kamath, MD Cardiology / Cardiovascular Disease Santa Clarita - Primary & Specialty Care Community Talk Santa Monica Family YMCA February 26, 2020",,28,"Science & Technology","Health,Knowledge",PT45M23S,2723,2d,hd,false,,en-US,,,,,,1157,23,,0,3
822,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",_g_4GSOoiCs,2020-03-19T21:41:35Z,"2020-03-19 21:41:35","Supplements for Cardiovascular Disease Prevention: Fact and Fiction | Boris Arbit, MD","Boris Arbit, MD Cardiology / Cardiovascular Disease Encino - Specialty Care ONEgeneration Senior Enrichment Center Reseda, CA February 13, 2020",,28,"Science & Technology","Health,Knowledge",PT47M27S,2847,2d,hd,false,,en-US,https://i.ytimg.com/vi/_g_4GSOoiCs/maxresdefault.jpg,,,,,24448,385,,0,99
823,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",-IKadZenNTQ,2020-03-19T19:27:59Z,"2020-03-19 19:27:59","Gender Health: Insurance Navigation 101 | Christopher Mann, MSW, ASW | UCLAMDChat","Gender Affirming Care guidelines are continually being updated and insurance policies reevaluate their criteria every year, so it’s best to contact your insurance company and work with your care team for up-to-date information regarding insurance requirements. The WPATH Standards of Care, https://www.wpath.org/soc8, are commonly referred to by insurance companies when making their policies and were updated in September 2022. Learn more about the UCLA Gender Health Program: https://www.uclahealth.org/medical-services/gender-health","transgender health,gender identity development,should I change my gender,can I change my gender,how to change my gender,gender identity development in adolescent,ucla gender health,ucla gender identity",28,"Science & Technology","Health,Society",PT26M3S,1563,2d,hd,false,,,https://i.ytimg.com/vi/-IKadZenNTQ/maxresdefault.jpg,,,,,2650,54,,0,
824,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",S9DIJCUwtUg,2020-03-13T20:41:11Z,"2020-03-13 20:41:11","Closer to a Cure: Caring for Adolescents and Young Adults Diagnosed with Cancer","Adolescents and young adults diagnosed with cancer share unique medical and psychological challenges. Join us at this dynamic panel to hear directly from blood cancer survivors diagnosed during their college years and the UCLA Health doctors and allied health professionals that provide care and support to these patients. Learn more: https://www.uclahealth.org/closer-to-a-cure Leukemia & Lymphoma Society Tuesday, February 18, 2020, 5 – 7 pm Ronald Reagan UCLA Medical Center Tamkin Auditorium LLS",,28,"Science & Technology","Health,Knowledge",PT1H19M51S,1191,2d,hd,false,,en,https://i.ytimg.com/vi/S9DIJCUwtUg/maxresdefault.jpg,,,,,702,19,,0,3
825,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",f95L3c4ymnY,2020-03-12T22:13:48Z,"2020-03-12 22:13:48","What you need to know about COVID-19 | UCLA Health","Daniel Z. Uslan, MD, MBA, Co-Chief Infection Prevention Officer Annabelle de St. Maurice, MD, MPH, Co-Chief Infection Prevention Officer Learn more: https://www.uclahealth.org/coronavirus","how to prevent coronavirus,prevention for coronavirus,how to manage coronavirus,management of coronavirus,coronavirus california,should I be worried about coronavirus,when to worry coronavirus,ucla coronavirus,what is coronavirus,what is covid,what is covid19,how to screen for covid19,how to screen for coronavirus,testing for covid19,testing for coronavirus,california COVID19 test",28,"Science & Technology","Health,Society",PT4M56S,296,2d,hd,false,,en-US,https://i.ytimg.com/vi/f95L3c4ymnY/maxresdefault.jpg,,,,,34635,383,,0,
826,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",ukc8U4vCMDc,2020-02-29T01:38:47Z,"2020-02-29 01:38:47","STAT Madness - Dr. Weizhe Hong | UCLA Health","It's time to fill out your March Madness bracket...not for basketball, but for research! UCLA Health is among 64 institutions nationwide selected to compete for the most innovative research of the year in a competition organized by STAT news. Dr. Weizhe Hong of UCLA Health entered this competition and studied how our brains shape with social interaction. By using advanced imaging techniques, he and his team recorded activity in two interacting animals at the same time. They discovered their brains became synchronized, providing new insight into fundamental brain processes that shape social interaction. Vote for Dr. Hong today: https://www.statnews.com/feature/stat-madness/bracket/ #VoteUCLAHealth","ucla,ucla health,stat madness,vote,research",28,"Science & Technology","Health,Knowledge",PT1M14S,74,2d,hd,false,,en-US,https://i.ytimg.com/vi/ukc8U4vCMDc/maxresdefault.jpg,,,,,1168,18,,0,0
827,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",vrYPOeae6A0,2020-02-26T21:19:39Z,"2020-02-26 21:19:39","Introduciendo el Consorcio de NEXT-D2 | UCLA Health | Spanish","Somos el Consorcio de Experimentos Naturales en Traducción para Diabetes (NEXT-D2). Somos un equipo de investigadores, médicos y miembros de la comunidad que dirigen ocho estudios diferentes en los EE. UU. Nuestra misión es comprender qué políticas y tratamientos de salud mejoran la atención de la diabetes y cómo prevenirla en el primer lugar. Para más información, visite https://uclahealth.org/nextd2","ucla,ucla health,spanish,diabetes,insulin,glucose,sugar,experiment,blood sugar,weight,health,insurance,health insurance,next d2",28,"Science & Technology","Health,Society",PT3M32S,212,2d,hd,false,,en-US,https://i.ytimg.com/vi/vrYPOeae6A0/maxresdefault.jpg,,,,,317,7,,0,1
828,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",aqwBBnBspwk,2020-02-26T19:50:43Z,"2020-02-26 19:50:43","The UCLA Jonsson Comprehensive Cancer Center is Leading the Fight Against Cancer - Dr. Dennis Slamon","Research and discoveries coming from the UCLA Jonsson Comprehensive Cancer Center have forever changed the practice of oncology and cancer care globally.","Oncology,cancer,clinical oncology,chemotherapy,breast cancer,immunotherapy,cancer research,best hospital,cancer research center,research center,research institution,lung cancer,prostate cancer,colon cancer,Leukemia,cancer treatment,cancer care,terminal cancer,Sara Hurvitz,radiology,radiation,radiologist,oncologist,clinical trial,precision medicine,UCLA Health,UCLA",28,"Science & Technology","Health,Knowledge",PT1M6S,66,2d,hd,false,,en-US,https://i.ytimg.com/vi/aqwBBnBspwk/maxresdefault.jpg,,"UCLA Jonsson Comprehensive Cancer Center",34.0655836,-118.4458204,7256,18,,0,7
829,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",7ZB_yJ05S_I,2020-02-25T20:30:26Z,"2020-02-25 20:30:26","Bladder Health: What Every Woman Should Know About Stress Urinary Incontinence | UCLAMDChat","Join UCLA pelvic floor specialists Tamara Grisales, MD, Ja-Hong Kim, MD and Amy Rosenman, MD, for a comprehensive overview of stress urinary incontinence and the latest treatment options available at the Center for Women's Pelvic Health at UCLA. #UCLAOBGYN Learn more: https://www.uclahealth.org/obgyn","transgender health,gender identity development,should I change my gender,can I change my gender,how to change my gender,gender identity development in adolescent,ucla gender health,ucla gender identity",28,"Science & Technology","Health,Knowledge",PT27M33S,1653,2d,hd,true,,en-US,https://i.ytimg.com/vi/7ZB_yJ05S_I/maxresdefault.jpg,,,,,13452,218,,0,24
830,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",uHWZBXF7zDA,2020-02-25T19:00:07Z,"2020-02-25 19:00:07","Benign Vocal Fold Lesions: Principles of Management | Dinesh K. Chhetri, MD | UCLA Health","Dinesh K. Chhetri, MD Laryngologist Professor and Vice Chair, UCLA Department of Head and Neck Surgery",,28,"Science & Technology","Health,Knowledge",PT23M26S,1406,2d,hd,false,,en-US,https://i.ytimg.com/vi/uHWZBXF7zDA/maxresdefault.jpg,,,,,10752,139,,0,7
831,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",M2if6e8rdAA,2020-02-21T23:33:13Z,"2020-02-21 23:33:13","UCLA Jonsson Comprehensive Cancer Center is a Top Cancer Research & Treatment Center - Dr. Hurvitz","The UCLA Jonsson Comprehensive Cancer Center has established an international reputation for providing the best in leading-edge and traditional cancer treatments and expertly guiding the next generation of medical research. Discoveries and breakthroughs at UCLA Health are changing the way cancer is treated.","Oncology,cancer,clinical oncology,chemotherapy,breast cancer,immunotherapy,cancer research,best hospital,cancer research center,research center,research institution,lung cancer,prostate cancer,colon cancer,Leukemia,cancer treatment,cancer care,terminal cancer,Sara Hurvitz,radiology,radiation,radiologist,oncologist,clinical trial,precision medicine,UCLA Health,UCLA",28,"Science & Technology","Health,Knowledge",PT1M13S,73,2d,hd,false,,en,https://i.ytimg.com/vi/M2if6e8rdAA/maxresdefault.jpg,,"UCLA Jonsson Comprehensive Cancer Center",34.0655836,-118.4458204,7460,24,,0,0
832,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",6ybsMe9-_jw,2020-02-19T17:54:12Z,"2020-02-19 17:54:12","Meet the Master: Bennett E Roth, MD – UCLA David Geffen School of Medicine | UCLA","Meet the Master – Bennett E. Roth, MD Clinical Professor of Medicine Emeritus Vatche and Tamar Manoukian Division of Digestive Diseases David Geffen School of Medicine at UCLA Video GIE, an official video journal of the American Society for Gastrointestinal Endoscopy","digestive diseases,ucla,david geffen school of medicine,gastrointestinal endoscopy",28,"Science & Technology","Health,Knowledge",PT1H9M9S,549,2d,hd,false,,en,https://i.ytimg.com/vi/6ybsMe9-_jw/maxresdefault.jpg,,,,,902,10,,0,1
833,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",kbFTfIWUGsA,2020-02-18T20:31:13Z,"2020-02-18 20:31:13","Stereotactic Body Radiotherapy for Prostate Cancer | Amar Kishan, MD | UCLAMDChat","Join UCLA radiation oncologist Amar U. Kishan, MD, for a discussion on the rationale, logistics and data for stereotactic body radiotherapy for prostate cancer, and how technological advancements have helped to condense treatment schedules. #UCLAMDChat Learn more: https://www.uclahealth.org/radonc","transgender health,gender identity development,should I change my gender,can I change my gender,how to change my gender,gender identity development in adolescent,ucla gender health,ucla gender identity",28,"Science & Technology","Health,Knowledge",PT28M26S,1706,2d,hd,false,,en-US,https://i.ytimg.com/vi/kbFTfIWUGsA/maxresdefault.jpg,,,,,22103,303,,0,22
834,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",rlLl5I1YZ9s,2020-02-15T01:19:23Z,"2020-02-15 01:19:23","The Role of Cardiac Catheterization - Jamil Aboulhosn, MD | 2019","The Ahmanson/UCLA Adult Congenital Heart Disease Center presents: New Frontiers for the Fontan Survivor - Challenges, Opportunities and the Ultimate Destination of Heart/Liver Transplantation. For more information, visit https://www.uclahealth.org/heart/achdc",,28,"Science & Technology","Health,Knowledge",PT18M29S,1109,2d,hd,false,,en,https://i.ytimg.com/vi/rlLl5I1YZ9s/maxresdefault.jpg,,,,,3103,39,,0,1
835,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",FXhubwCJvNM,2020-02-14T21:32:39Z,"2020-02-14 21:32:39","A patient's journey with kidney disease - Anjay Rastogi, MD, PhD | UCLAMDChat","Join UCLA nephrologist Anjay Rastogi, MD, Marc Coronel, a kidney recipient and live kidney donor Brian Gilliam for an interactive talk on living kidney donations and what to expect in the process. #UCLAMDChat Learn more: https://uclahealth.org/nephrology/ https://uclahealth.org/core-kidney","kidney disease,uclamdchat,anjay rastogi md,kidney transplant,nephrology,ucla core kidney program,kidney recipient,kidney donor",28,"Science & Technology","Health,Knowledge",PT33M35S,2015,2d,hd,true,,en-US,https://i.ytimg.com/vi/FXhubwCJvNM/maxresdefault.jpg,,,,,2487,34,,0,6
836,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",vyQRAW3odOA,2020-02-12T22:03:36Z,"2020-02-12 22:03:36","The Fontan Operation: What We Have Learned - Glen Van Arsdell, MD | 2019 NFFS Symposium","The Ahmanson/UCLA Adult Congenital Heart Disease Center presents: New Frontiers for the Fontan Survivor - Challenges, Opportunities and the Ultimate Destination of Heart/Liver Transplantation. For more information, visit https://www.uclahealth.org/heart/achdc","ucla,heart,liver,transplant,liver transplant,heart transplant",28,"Science & Technology","Health,Knowledge",PT45M51S,2751,2d,hd,false,,en-US,https://i.ytimg.com/vi/vyQRAW3odOA/maxresdefault.jpg,,,,,5251,56,,0,0
837,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",5YG5fnuJmNQ,2020-02-12T21:39:48Z,"2020-02-12 21:39:48","Evaluation for Transplant and Mechanical Support: Q&A | 2019 NFFS Symposium","The Ahmanson/UCLA Adult Congenital Heart Disease Center presents: New Frontiers for the Fontan Survivor - Challenges, Opportunities and the Ultimate Destination of Heart/Liver Transplantation. For more information, visit https://www.uclahealth.org/heart/achdc","ucla,heart,liver,transplant,liver transplant,heart transplant",28,"Science & Technology","Health,Knowledge",PT9M5S,545,2d,hd,false,,en-US,https://i.ytimg.com/vi/5YG5fnuJmNQ/maxresdefault.jpg,,,,,774,2,,0,0
838,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",KFerP18ONoA,2020-02-12T21:27:58Z,"2020-02-12 21:27:58","Update on UNOS Organ Allocation - Eugene DePasquale, MD | 2019 NFFS Symposium","The Ahmanson/UCLA Adult Congenital Heart Disease Center presents: New Frontiers for the Fontan Survivor - Challenges, Opportunities and the Ultimate Destination of Heart/Liver Transplantation. For more information, visit https://www.uclahealth.org/heart/achdc","heart,liver,transplant,ucla,liver transplant,heart transplant",28,"Science & Technology","Health,Knowledge",PT16M57S,1017,2d,hd,false,,en-US,https://i.ytimg.com/vi/KFerP18ONoA/maxresdefault.jpg,,,,,540,4,,0,2
839,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",SkUSkQ-N26U,2020-02-12T21:15:50Z,"2020-02-12 21:15:50","OHT/OLT/MCS Evaluation Process - Arnold S. Baas, MD | 2019 NFFS Symposium","The Ahmanson/UCLA Adult Congenital Heart Disease Center presents: New Frontiers for the Fontan Survivor - Challenges, Opportunities and the Ultimate Destination of Heart/Liver Transplantation. For more information, visit https://www.uclahealth.org/heart/achdc","heart,liver,transplant,ucla,heart transplant,liver transplant",28,"Science & Technology","Health,Knowledge",PT16M21S,981,2d,hd,false,,en-US,https://i.ytimg.com/vi/SkUSkQ-N26U/maxresdefault.jpg,,,,,575,5,,0,0
