Hospital,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
Palomar Medical Center,IMI,Chronic Knee Pain,1.0,264.0,0.4,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Osteoarthritis,32.0,739.0,4.3,Worse,33.12158,-117.119
Palomar Medical Center,IMI,ACL Tear,10.0,327.0,3.7,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Sleep Apnea,0.0,43.0,0.0,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Chronic Migraines,6.0,18.0,43.2,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Shoulder Impingement,28.0,394.0,7.5,Worse,33.12158,-117.119
Palomar Medical Center,IMI,Insomnia,34.0,116.0,27.2,Worse,33.12158,-117.119
Palomar Medical Center,IMI,Bulimia,68.0,528.0,12.5,Worse,33.12158,-117.119
Palomar Medical Center,IMI,Low Back Pain,26.0,439.0,8.3,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,AAA Repair Open Unrupture,,,,,33.12158,-117.119
Palomar Medical Center,IMI,AAA Repair Endo Unrupture,0.0,10.0,0.0,As Expected,33.12158,-117.119
Palomar Medical Center,CABG,Early Stage Skin Cancer,2.0,56.0,2.785073,As Expected,33.12158,-117.11961
Palomar Medical Center,PSI,Postoperative Sepsis,2.0,673.0,0.34,As Expected,33.12158,-117.1196
